msa,quarter,industry,company,CIK,STREET1,city,state,zip,ENTITYTYPE,JURISDICTIONOFINC,ACCESSIONNUMBER
pittsburgh,2021q1,Other Health Care,"Apollo Neuroscience, Inc.",0001735427,1942 Fifth Avenue,pittsburgh,PA,15219,Corporation,DELAWARE,0001735427-21-000001
dallas,2021q1,Biotechnology,"Dialectic Therapeutics, Inc.",0001750926,12200 N STEMMONS FREEWAY,dallas,TX,75234,Corporation,DELAWARE,0001750926-21-000001
philadelphia,2021q1,Other Health Care,"Transparent Health Marketplace, Inc.",0001683294,460 E Swedesford Road,wayne,PA,19087,Corporation,DELAWARE,0001683294-21-000001
dallas,2021q1,Pharmaceuticals,"Trained Therapeutics Discovery, Inc.",0001811734,2223 W. JEFFERSON BLVD.,dallas,TX,75208,Corporation,DELAWARE,0001811734-21-000003
dallas,2021q1,Other Health Care,"North Dallas Surgical Center, LLC",0001499622,"17980 DALLAS PARKWAY, SUITE 100",dallas,TX,75287,Limited Liability Company,DELAWARE,0001499622-21-000001
pittsburgh,2021q1,Pharmaceuticals,Duo Oncology Inc.,0001843372,C/O LIFEX,pittsburgh,PA,15203,Corporation,DELAWARE,0001843372-21-000002
dallas,2021q1,Biotechnology,"Biowise Capital II, LLC",0001844785,"100 CRESCENT COURT,",dallas,TX,75201,Limited Liability Company,TEXAS,0001844785-21-000001
pittsburgh,2021q1,Biotechnology,Duo Delivery LLC,0001842843,28 WOODLAND ROAD,pittsburgh,PA,15232,Limited Liability Company,PENNSYLVANIA,0001842843-21-000002
philadelphia,2021q1,Biotechnology,"WindMIL Therapeutics, Inc.",0001671352,3675 MARKET STREET,philadelphia,PA,19104,Corporation,DELAWARE,0001671352-21-000002
pittsburgh,2021q1,Other Health Care,"SpIntellx, Inc.",0001751925,2425 SIDNEY ST,pittsburgh,PA,15203,Corporation,DELAWARE,0001751925-21-000001
atlanta,2021q1,Biotechnology,TendoNova Corp,0001774275,3050 BUSINESS PARK DR.,norcross,GA,30071,Corporation,DELAWARE,0001774275-21-000001
baltimore,2021q1,Other Health Care,"Vita Therapeutics, Inc.",0001843252,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001843252-21-000001
philadelphia,2021q1,Biotechnology,"Panorama Medicine, Inc.",0001775212,"2 BALA PLAZA, SUITE 603",bala cynwyd,PA,19004,Corporation,DELAWARE,0001213900-21-005210
dallas,2021q1,Other Health Care,"Navigate Patient Solutions, LLC",0001842643,3801 WEST 5TH STREET,fort worth,TX,76107,Limited Liability Company,TEXAS,0001842643-21-000001
pittsburgh,2021q1,Pharmaceuticals,"Coeptis Pharmaceuticals, Inc.",0001760174,105 BRADFORD ROAD,wexford,PA,15090,Corporation,DELAWARE,0001760174-21-000001
baltimore,2021q1,Biotechnology,"Delfi Diagnostics, Inc.",0001783735,301 W. 29th Street,baltimore,MD,21211,Corporation,DELAWARE,0001567619-21-001585
dallas,2021q1,Other Health Care,Sanara MedTech Inc.,0000714256,1200 SUMMIT AVE,fort worth,TX,76102,Corporation,TEXAS,0001654954-21-000770
pittsburgh,2021q1,Other Health Care,"Fountain Life Holdings, LLC",0001836992,9000 PERRY HWY,pittsburgh,PA,15237,Limited Liability Company,DELAWARE,0001836992-21-000001
philadelphia,2021q1,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-21-000002
atlanta,2021q1,Other Health Care,"Freedom Pharmacy Operations, LLC",0001839907,"2870 PEACHTREE ROAD, SUITE 856",atlanta,GA,30305,Limited Liability Company,GEORGIA,0001839907-21-000001
atlanta,2021q1,Biotechnology,"RCE Technologies, Inc.",0001791860,980 WALTHER BLVD. NW,lawrenceville,GA,30043,Corporation,DELAWARE,0001791860-21-000002
philadelphia,2021q1,Biotechnology,"XYLOCOR THERAPEUTICS, INC.",0001690467,39 Addison Lane,malvern,PA,19355,Corporation,DELAWARE,0001567619-21-001212
dallas,2021q1,Other Health Care,"North Texas Renal Management, LLC",0001600693,1420 VICEROY DRIVE,dallas,TX,75235,Limited Liability Company,TEXAS,0000895527-21-000004
dallas,2021q1,Other Health Care,INDEPENDENCE HOLDCO LP,0001840575,539 W. COMMERCE STREET,dallas,TX,75208,Limited Partnership,DELAWARE,0001840575-21-000001
baltimore,2021q1,Biotechnology,"ReGelTec, Inc.",0001759683,"323 W CAMDEN STREET, SUITE 600",baltimore,MD,21201,Corporation,DELAWARE,0001759683-21-000001
atlanta,2021q1,Biotechnology,Vitaltechhub INC,0001838886,3255 Lawrenceville Suwanee RD,suwanee,GA,30024,Corporation,GEORGIA,0001477932-21-000133
philadelphia,2021q1,Other Health Care,"Lungpacer Medical, Inc.",0001708893,"260 SIERRA DRIVE, SUITE 116",exton,PA,19341,Corporation,"BRITISH COLUMBIA, CANADA",0001708893-21-000002
dallas,2021q1,Other Health Care,"Surgical Caregivers of Fort Worth, LLC",0001463790,2001 W. ROSEDALE ST.,fort worth,TX,76104,Limited Liability Company,TEXAS,0001463790-21-000001
atlanta,2021q1,Biotechnology,"RCE Technologies, Inc.",0001791860,980 WALTHER BLVD. NW,lawrenceville,GA,30043,Corporation,DELAWARE,0001791860-21-000001
baltimore,2021q1,Biotechnology,"TBT Pharma, Inc.",0001838968,708 HANOVER STREET,baltimore,MD,21230,Corporation,DELAWARE,0001838968-21-000001
pittsburgh,2021q1,Biotechnology,Knopp Biosciences LLC,0001497598,"2100 WHARTON STREET, SUITE 615",pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-21-000014
philadelphia,2021q1,Pharmaceuticals,Aro Biotherapeutics Co,0001773305,"3675 MARKET STREET, SUITE 200",philadelphia,PA,19104,Corporation,DELAWARE,0001192482-21-000026
philadelphia,2021q1,Biotechnology,CARISMA Therapeutics Inc.,0001708649,3675 MARKET STREET,philadelphia,PA,19104,Corporation,DELAWARE,0001708649-21-000001
philadelphia,2021q1,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-21-000001
baltimore,2021q1,Other Health Care,AC Special Purpose Vehicle LLC,0001837919,"1040 PARK AVENUE, SUITE 302",baltimore,MD,21201,Limited Liability Company,DELAWARE,0001837919-20-000001
pittsburgh,2021q2,Other Health Care,Lumis Corp.,0001827002,"4551 FORBES AVENUE, STE 315",pittsburgh,PA,15213,Corporation,DELAWARE,0001827002-21-000001
atlanta,2021q2,Other Health Care,"Huxley Medical, Inc.",0001869701,"1465 Northside Drive, Suite 217",atlanta,GA,30318,Corporation,DELAWARE,0001524442-21-000006
pittsburgh,2021q2,Other Health Care,"Forest Devices, Inc.",0001647635,544 MILTENBERGER ST.,pittsburgh,PA,15219,Corporation,DELAWARE,0001647635-21-000002
baltimore,2021q2,Biotechnology,"LifeSprout, Inc.",0001733815,"101 W. DICKMAN ST., SUITE 900",baltimore,MD,21230,Corporation,DELAWARE,0001733815-21-000001
philadelphia,2021q2,Other Health Care,"Cagent Vascular, Inc.",0001612011,150 Strafford Avenue,wayne,PA,19087,Corporation,DELAWARE,0001192482-21-000574
dallas,2021q2,Other Health Care,"CHWY RE Holdings, LLC",0001869076,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001869076-21-000001
philadelphia,2021q2,Biotechnology,"ArriVent Biopharma, Inc.",0001868279,18 CAMPUS BLVD.,newtown square,PA,19073-3269,Corporation,DELAWARE,0001868279-21-000002
philadelphia,2021q2,Other Health Care,"Accolade, Inc.",0001481646,660 W. GERMANTOWN PIKE SUITE 500,plymouth meeting,PA,19462,Corporation,DELAWARE,0001481646-21-000002
dallas,2021q2,Biotechnology,"OncoNano Medicine, Inc.",0001735726,181 Grand Avenue,southlake,TX,76092,Corporation,DELAWARE,0001735726-21-000002
philadelphia,2021q2,Other Health Care,"Tridiuum, Inc.",0001604777,"1650 ARCH STREET, SUITE 2000",philadelphia,PA,19103,Corporation,DELAWARE,0001567619-21-012308
atlanta,2021q2,Biotechnology,"RCE Technologies, Inc.",0001791860,"233 ARNOLD MILL RD., SUITE 300",woodstock,GA,30188,Corporation,DELAWARE,0001791860-21-000004
philadelphia,2021q2,Pharmaceuticals,Aro Biotherapeutics Co,0001773305,"3675 MARKET STREET, SUITE 200",philadelphia,PA,19104,Corporation,DELAWARE,0001192482-21-000497
dallas,2021q2,Other Health Care,"Greenville Surgery Center, LLC",0000802461,"7150 GREENVILLE AVE., SUITE 200",dallas,TX,75231,Limited Liability Company,TEXAS,0000802461-21-000001
philadelphia,2021q2,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-21-000006
philadelphia,2021q2,Biotechnology,"NiKang Therapeutics, Inc.",0001864608,"200 Powder Mill Rd., Bldg E500",wilmington,DE,19803,Corporation,DELAWARE,0001567619-21-011735
baltimore,2021q2,Pharmaceuticals,"Pharmaceutics International, Inc.",0001684470,10819 GILROY ROAD,hunt valley,MD,21030,Corporation,DELAWARE,0001684470-21-000002
baltimore,2021q2,Pharmaceuticals,"Pharmaceutics International, Inc.",0001684470,10819 GILROY ROAD,hunt valley,MD,21030,Corporation,DELAWARE,0001684470-21-000001
baltimore,2021q2,Biotechnology,"RAVGEN, INC.",0001140834,9241 RUMSEY ROAD,columbia,MD,21045,Corporation,DELAWARE,0001140834-21-000004
baltimore,2021q2,Biotechnology,Gliknik Inc,0001411569,801 WEST BALTIMORE STREET,baltimore,MD,21201,Corporation,DELAWARE,0001411569-21-000001
dallas,2021q2,Other Health Care,"USRC Lenox Ave RE Holdings, LLC",0001865096,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001865096-21-000001
philadelphia,2021q2,Other Health Care,"InHomeTherapy, Inc.",0001865154,234 MALL BLVD,king of prussia,PA,19406,Corporation,DELAWARE,0001865154-21-000001
philadelphia,2021q2,Biotechnology,"Interius BioTherapeutics, Inc.",0001807811,3401 GRAYS FERRY AVENUE,philadelphia,PA,19146,Corporation,DELAWARE,0001807811-21-000003
philadelphia,2021q2,Other Health Care,"Holistic Health Holdings, Inc.",0001856479,2810 N. CHURCH ST.,wilmington,DE,19802,Corporation,DELAWARE,0001856479-21-000001
pittsburgh,2021q2,Other Health Care,"Apollo Neuroscience, Inc.",0001735427,1942 FIFTH AVENUE,pittsburgh,PA,15219,Corporation,DELAWARE,0001735427-21-000003
philadelphia,2021q2,Pharmaceuticals,IMAGINE PHARMA LLC,0001863161,28 S WATERLOO RD,devon,PA,19333,Limited Liability Company,DELAWARE,0001863161-21-000002
dallas,2021q2,Other Health Care,"Peak Gastroenterology ASC, LLC",0001863398,14201 DALLAS PARKWAY,dallas,TX,75254,Limited Liability Company,COLORADO,0001863398-21-000001
dallas,2021q2,Other Health Care,"ECPH, LLC",0001702434,3889 MAPLE AVENUE,dallas,TX,75219,Limited Liability Company,DELAWARE,0001702434-21-000001
baltimore,2021q2,Other Health Care,Curio Wellness Corp,0001861491,"215 WASHINGTON AVENUE, SUITE 600",towson,MD,21204,Corporation,DELAWARE,0001861491-21-000001
dallas,2021q2,Biotechnology,"Allied BioScience, Inc.",0001677342,7500 DALLAS PARKWAY,plano,TX,75024,Corporation,DELAWARE,0001677342-21-000002
dallas,2021q2,Other Health Care,"USRC North Flushing, LLC",0001861380,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,NEW YORK,0001861380-21-000001
pittsburgh,2021q2,Biotechnology,ALUNG TECHNOLOGIES INC,0001179295,2500 JANE STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001179295-21-000002
pittsburgh,2021q2,Pharmaceuticals,LIPELLA PHARMACEUTICALS INC,0001347242,7800 Susquehanna Street,pittsburgh,PA,15208,Corporation,DELAWARE,0001347242-21-000002
dallas,2021q2,Other Health Care,"Legacy Trail Surgery Center, LLC",0001724688,7211 Preston Road,plano,TX,75024,Limited Liability Company,TEXAS,0001567619-21-010355
philadelphia,2021q2,Biotechnology,Shifa Biomedical Corp,0001862151,"ONE GREAT VALLEY PARKWAY, SUITE 8",malvern,PA,19355,Corporation,DELAWARE,0001862151-21-000001
philadelphia,2021q2,Biotechnology,"Virion Therapeutics, LLC",0001746726,7 CREEK BEND COURT,newark,DE,19711,Limited Liability Company,DELAWARE,0001746726-21-000005
baltimore,2021q2,Other Health Care,"EpiWatch, Inc.",0001861587,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001861587-21-000002
baltimore,2021q2,Biotechnology,"NeuImmune, Inc.",0001860169,1500 FANNIE DORSEY RD,sykesville,MD,21784,Corporation,DELAWARE,0001860169-21-000002
baltimore,2021q2,Other Health Care,"EpiWatch, Inc.",0001861587,1812 ASHLAND AVENUE,baltimore,MD,21205,Corporation,DELAWARE,0001861587-21-000001
philadelphia,2021q2,Biotechnology,"Paragon Therapeutics, Inc.",0001861055,"C/O FAIRMOUNT FUNDS MANAGEMENT, LLC",philadelphia,PA,19103,Corporation,DELAWARE,0000897069-21-000219
philadelphia,2021q2,Pharmaceuticals,LANNETT CO INC,0000057725,9000 STATE ROAD,philadelphia,PA,19136,Corporation,DELAWARE,0001858205-21-000004
philadelphia,2021q2,Biotechnology,"Painqx, Inc.",0001670187,205 SANDY FLASH DRIVE,kennett square,PA,19348,Corporation,DELAWARE,0001670187-21-000003
philadelphia,2021q2,Pharmaceuticals,"Maxona Pharmaceuticals, Inc.",0001857448,300 VILLAGE DRIVE,king of prussia,PA,19406,Corporation,DELAWARE,0001857448-21-000001
dallas,2021q2,Other Health Care,CareView Communications Inc,0001377149,405 STATE HIGHWAY 121,lewisville,TX,75067,Corporation,NEVADA,0001713695-21-000002
philadelphia,2021q2,Biotechnology,"imCare Biotech, LLC",0001806270,3805 OLD EASTON ROAD,doylestown,PA,18902,Limited Liability Company,PENNSYLVANIA,0001806270-21-000001
philadelphia,2021q2,Other Health Care,CorneaCare Inc.,0001840212,"400 WALNUT STREET, APT 6F",philadelphia,PA,19106,Corporation,DELAWARE,0001840212-21-000001
dallas,2021q2,Other Health Care,"Texas Health Craig Ranch Surgery Center, LLC",0001574555,8080 STATE HIGHWAY 121,mckinney,TX,75070,Limited Liability Company,TEXAS,0001574555-21-000001
atlanta,2021q2,Pharmaceuticals,"Boston Biopharma, Inc.",0001857036,"570 COLONIAL PARK DRIVE, SUITE 309",roswell,GA,30075,Corporation,DELAWARE,0001857036-21-000001
atlanta,2021q2,Pharmaceuticals,ALIMERA SCIENCES INC,0001267602,6120 WINDWARD PARKWAY,alpharetta,GA,30005,Corporation,DELAWARE,0001267602-21-000023
philadelphia,2021q2,Pharmaceuticals,"Verismo Therapeutics, Inc.",0001855431,"3675 Market St., Ste. 200",philadelphia,PA,19104,Corporation,DELAWARE,0001855431-21-000001
dallas,2021q2,Other Health Care,"USRC SHARPSTOWN, LLC",0001859021,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001859021-21-000001
atlanta,2021q2,Biotechnology,"BioCircuit Technologies, Inc.",0001777259,1819 PEACHTREE ROAD N.E.,atlanta,GA,30309,Corporation,GEORGIA,0001777259-21-000004
philadelphia,2021q2,Other Health Care,"Genomind, Inc.",0001604902,"2200 Renaissance Boulevard, Suite 100",king of prussia,PA,19406-2755,Corporation,DELAWARE,0001567619-21-008523
atlanta,2021q2,Biotechnology,"BioCircuit Technologies, Inc.",0001777259,1819 PEACHTREE ROAD N.E.,atlanta,GA,30309,Corporation,GEORGIA,0001777259-21-000003
baltimore,2021q2,Other Health Care,Definitive Biotechnologies LLC,0001858315,"6810 DEERPATH ROAD, SUITE 405",elkridge,MD,21075,Limited Liability Company,DELAWARE,0001858315-21-000001
philadelphia,2021q2,Other Health Care,"Code Biotherapeutics, Inc.",0001852269,2801 STERLING DRIVE,hatfield,PA,19440,Corporation,DELAWARE,0001192482-21-000345
philadelphia,2021q2,Other Health Care,Get Stix Inc.,0001819507,"1617 JFK BLVD, SUITE 2022",philadelphia,PA,19103,Corporation,DELAWARE,0001819507-21-000001
philadelphia,2021q2,Other Health Care,"South Texas ACO Clinical Partners, LLC",0001857571,367 SOUTH GULPH ROAD,king of prussia,PA,19406,Limited Liability Company,TEXAS,0001857571-21-000001
atlanta,2021q2,Biotechnology,"RCE Technologies, Inc.",0001791860,980 WALTHER BLVD. NW,lawrenceville,GA,30043,Corporation,DELAWARE,0001791860-21-000003
baltimore,2021q2,Other Health Care,Sisu Global Health Inc.,0001672635,2720 SISSON STREET,baltimore,MD,21211,Corporation,MICHIGAN,0001672635-21-000001
philadelphia,2021q2,Pharmaceuticals,Aro Biotherapeutics Co,0001773305,"3675 MARKET STREET, SUITE 200",philadelphia,PA,19104,Corporation,DELAWARE,0001192482-21-000340
philadelphia,2021q2,Other Health Care,"Trice Medical, Inc.",0001542869,40 GENERAL WARREN BOULEVARD SUITE 100,malvern,PA,19355,Corporation,DELAWARE,0001542869-21-000001
dallas,2021q2,Other Health Care,"USRC Cool Springs, LLC",0001856350,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001856350-21-000001
dallas,2021q2,Other Health Care,"USRC Gulfgate, LLC",0001856352,5851 LEGACY CIRCLE,plano,TX,75024,Limited Liability Company,DELAWARE,0001856352-21-000001
pittsburgh,2021q2,Pharmaceuticals,LIPELLA PHARMACEUTICALS INC,0001347242,"7800 SUSQUEHANNA STREET, SUITE 505",pittsburgh,PA,15208,Corporation,DELAWARE,0001347242-21-000001
philadelphia,2021q2,Other Health Care,"Waypoint Orthopedics, Inc.",0001828399,300 APPLEBROOK DRIVE,malvern,PA,19355,Corporation,DELAWARE,0001828399-21-000001
philadelphia,2021q2,Biotechnology,"ExpressCells, Inc.",0001780502,"3675 MARKET ST., SUITE 200",philadelphia,PA,19104,Corporation,DELAWARE,0001780502-21-000001
baltimore,2021q2,Biotechnology,"Kubanda Cryotherapy, Inc.",0001853949,8 MARKET PLACE,baltimore,MD,21202,Corporation,DELAWARE,0001853949-21-000001
philadelphia,2021q2,Pharmaceuticals,"Seneca Therapeutics, Inc.",0001778151,202 ST. ANDREWS COURT,blue bell,PA,19422,Corporation,DELAWARE,0001778151-21-000001
pittsburgh,2021q3,Other Health Care,"Apollo Neuroscience, Inc.",0001735427,1942 FIFTH AVENUE,pittsburgh,PA,15219,Corporation,DELAWARE,0001735427-21-000004
dallas,2021q3,Pharmaceuticals,PATIENT FOCUSED TELE-HEALTH LLC,0001801947,400 COUNTRY RIDGE,rockwall,TX,75087,Limited Liability Company,TEXAS,0001801947-21-000001
atlanta,2021q3,Other Health Care,"Sawatch Ventures, LLC",0001884539,2472 JETT FERRY ROAD,dunwoody,GA,30338,Limited Liability Company,GEORGIA,0001884539-21-000001
philadelphia,2021q3,Biotechnology,"Treovir, LLC",0001825493,128 PENARTH ROAD,bala cynwyd,PA,19004,Limited Liability Company,DELAWARE,0001825493-21-000001
atlanta,2021q3,Other Health Care,"CHILDRENS HEALTHCARE OF ATLANTA SURGERY CENTER AT MERIDIAN MARK PLAZA, LLC",0001200058,5445 MERIDIAN MARK ROAD NE,atlanta,GA,30342,Limited Liability Company,GEORGIA,0001200058-21-000001
atlanta,2021q3,Other Health Care,Jackson Medical Group Inc.,0001884553,575 14TH STREET NW,atlanta,GA,30318,Corporation,GEORGIA,0001884553-21-000001
dallas,2021q3,Other Health Care,Novaestiq Corp.,0001877943,1560 EAST SOUTHLAKE BOULEVARD,southlake,TX,76092,Corporation,DELAWARE,0001877943-21-000002
philadelphia,2021q3,Biotechnology,"MBF Therapeutics, Inc.",0001458729,640 WOODBROOK DRIVE,ambler,PA,19002,Corporation,DELAWARE,0001458729-21-000001
atlanta,2021q3,Biotechnology,"Artificial Intelligence Medical Services, Inc.",0001846100,1605 LOCKRIDGE DRIVE,cumming,GA,30041,Corporation,DELAWARE,0001846100-21-000003
pittsburgh,2021q3,Other Health Care,Noma AI Inc.,0001872335,ARSENAL BUILDING,pittsburgh,PA,15201,Corporation,DELAWARE,0000898432-21-000656
philadelphia,2021q3,Other Health Care,"NEXGEL, INC.",0001468929,2150 CABOT BOULEVARD WEST,langhorne,PA,19067,Corporation,DELAWARE,0001104659-21-116911
baltimore,2021q3,Biotechnology,CraniUS LLC,0001878219,12320 CLEGHORN RD,cockeysville,MD,21030,Limited Liability Company,MARYLAND,0001878126-21-000002
atlanta,2021q3,Biotechnology,"RCE Technologies, Inc.",0001791860,"233 ARNOLD MILL RD., SUITE 300",woodstock,GA,30188,Corporation,DELAWARE,0001791860-21-000007
philadelphia,2021q3,Other Health Care,"VESTECK, INC.",0001882165,1373 ZEPHYR HILL AT TROON LANE,west chester,PA,19380,Corporation,DELAWARE,0001882165-21-000001
dallas,2021q3,Other Health Care,"Recuro Health, Inc.",0001879840,2100 N. GREENVILLE AVE.,richardson,TX,75082,Corporation,DELAWARE,0001879840-21-000001
philadelphia,2021q3,Other Health Care,"Chronic Care Management, Inc.",0001722987,282 CHESTER AVENUE,moorestown,NJ,08057,Corporation,DELAWARE,0001722987-21-000003
philadelphia,2021q3,Other Health Care,"Trice Medical, Inc.",0001542869,40 GENERAL WARREN BOULEVARD SUITE 100,malvern,PA,19355,Corporation,DELAWARE,0001542869-21-000002
pittsburgh,2021q3,Other Health Care,Ocugenix Corp,0001695037,79 WOODLAND ROAD,pittsburgh,PA,15232,Corporation,DELAWARE,0001695037-21-000001
baltimore,2021q3,Other Health Care,"Emergency Medical Innovation, LLC",0001881474,7825 BROWNS BRIDGE ROAD,highland,MD,20777,Limited Liability Company,MARYLAND,0001881474-21-000001
pittsburgh,2021q3,Other Health Care,"Contra Healthcare Solutions, LLC",0001880961,9038 AUDUBON DRIVE,gibsonia,PA,15044,Limited Liability Company,DELAWARE,0001880961-21-000001
philadelphia,2021q3,Other Health Care,Vital Start Health Inc.,0001879531,3401 GRAYS FERRY AVE BUILDING 450,philadelphia,PA,19146,Corporation,DELAWARE,0001879531-21-000001
philadelphia,2021q3,Other Health Care,"American Treatment Network, LLC",0001880892,"1120 W. TOWNSHIP LINE, SUITE 200",havertown,PA,19083,Limited Liability Company,DELAWARE,0001880892-21-000001
philadelphia,2021q3,Other Health Care,"Center for Spine Surgery, LLC",0001880807,625 West 12th,wilmington,DE,19801,Limited Liability Company,DELAWARE,0001567619-21-016478
